song_id,song_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
6G5EqoUFDGZ6ZRnJRQW1zV,Idea Of Happiness - Original,Van She,0.673,0.66,9,-5.981,1,0.0652,0.00429,1.24e-06,0.085,0.438,128.078,210027,4
1gvTcjmo5x6xYGUFcquQQs,Rocksteady,The Bloody Beetroots,0.492,0.904,10,-4.458,1,0.111,0.00225,0.858,0.389,0.307,140.035,221400,4
6B830gTy5fNOUWS860rG1Z,Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.761,0.612,1,-4.372,0,0.115,0.013,0.364,0.0754,0.836,131.988,383060,4
2PlP2rRrgSz8lC7MpH3e4e,Let’s Go,Matt and Kim,0.656,0.677,2,-6.929,1,0.0285,0.391,1.92e-06,0.118,0.57,112.014,210747,4
2PGcOe9Oe83v3EnZm2Ick6,Mean,Bloc Party,0.443,0.951,4,-4.965,0,0.0346,5.58e-06,0.216,0.225,0.596,158.086,207080,4
04vEBuXkwchYzbwKXdKTME,Drifting In And Out,Porcelain Raft,0.191,0.979,7,-3.402,1,0.191,0.00234,0.283,0.617,0.319,179.236,194400,4
10ijVAwvFq55EQ6D9nmyEv,Tick of the Clock,Chromatics,0.845,0.398,1,-12.921,1,0.0948,0.123,0.913,0.0971,0.114,100.549,287625,4
0AWZRlmdLQ0OBU6WTTYSZE,All Of Me,Tanlines,0.683,0.698,9,-6.255,1,0.0395,4.06e-05,0.000113,0.058,0.946,125.999,230587,4
1KtZXvkDXe4u9YDrTWh4mY,Closer Than This,St. Lucia,0.621,0.918,0,-5.462,0,0.0623,0.149,0.0,0.157,0.545,115.918,208133,4
2RtNSM8cPCAOZ5bvQbW6y3,Oblivion,Grimes,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,251267,4
4JYtzMbgTDPmnekdTncFRw,Bleed Bleed Bleed,Thieves Like Us,0.802,0.346,6,-7.818,1,0.0304,0.158,0.107,0.0686,0.921,97.62,285496,4
73rexcJLBs9hCmMNljg8wp,Maria Marie,Thieves Like Us,0.652,0.691,11,-7.559,0,0.0398,0.0909,0.000106,0.53,0.619,109.009,203070,4
7jqNyzWfhzbL1wuxVo0NBV,Sinful Nature,Bear In Heaven,0.513,0.754,10,-5.309,1,0.0432,0.022,0.546,0.0766,0.823,99.983,313493,4
0t2QiRkpag0fAgs9zuCPlH,Disparate Youth,Santigold,0.642,0.931,1,-4.142,1,0.0417,0.0131,0.825,0.215,0.548,152.005,284400,4
3GKk5XgDqddCfe8jcIABTW,Mr Overtime,"Punks Jump Up, Dave 1",0.624,0.805,9,-4.312,0,0.0303,0.00136,0.018,0.117,0.83,123.944,240000,4
4hjfOnzzrrrDAGt286htU6,Move in the Right Direction,Gossip,0.76,0.877,2,-3.681,0,0.0355,0.0329,0.432,0.143,0.423,126.977,211853,4
4eQ7rZCyUbrGLgizN4FQZa,Fantasy,Tesla Boy,0.583,0.852,6,-4.576,1,0.0349,3.23e-05,0.0765,0.102,0.962,147.034,225290,4
2RHuf23hawvpF1J5NzuVcM,Tapes & Money,Totally Enormous Extinct Dinosaurs,0.744,0.838,8,-8.166,1,0.0612,0.116,0.153,0.0985,0.689,126.985,220148,1
1Z0Fxgl11su2jitHEz5Mo8,Shine the Light,Reverend And The Makers,0.509,0.951,7,-3.023,1,0.0611,0.00581,9.11e-05,0.293,0.35,106.059,205493,4
0B5nm7JI9THvSzdCMGSOWt,Saturday Night Ate Our Lives,Whitey,0.642,0.825,4,-6.802,1,0.052,0.00237,0.000678,0.119,0.651,117.729,290984,4
4N3IdbJr2NmIZTDDRIgojA,Where I’m Going,Cut Copy,0.522,0.735,8,-7.907,1,0.0335,0.0161,0.767,0.113,0.708,121.044,214507,4
6UHmnlALf6Mcbq5ZvKS0aR,Five Seconds,Twin Shadow,0.468,0.88,1,-5.086,1,0.057,0.0019,0.00704,0.409,0.648,176.972,260013,4
0UvJC8HSZW0UQGkoFKhjlQ,A New Drug,Digitalism,0.606,0.85,0,-8.032,1,0.0676,0.00121,0.672,0.123,0.694,109.789,190543,4
52a6VcF23v5HB7KfDEmBHq,Carried Away,Passion Pit,0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,221973,4
6O8R2qdAXWvSlUjE7A0mwa,Cry Like A Ghost,Passion Pit,0.555,0.612,4,-7.841,0,0.0353,0.00525,0.0,0.346,0.316,100.036,263213,4
45aZM1UAGfThfsQ6haapFu,Lofticries,Purity Ring,0.671,0.73,8,-6.773,1,0.0369,0.116,0.000356,0.201,0.299,112.011,239613,4
05O1JFM21r3YEIR0dTqqwv,Mystery Colors,"Astronauts, etc.",0.619,0.619,10,-8.568,1,0.0295,0.462,0.0767,0.114,0.0955,131.941,237500,4
7wZYhBidSz42p0rROlGp2a,Still Sound,Toro y Moi,0.726,0.562,0,-8.14,0,0.0291,0.213,0.0526,0.119,0.808,111.002,269667,4
17qyE3zCNdfOKmH3SXMwFX,Ghosts,The Presets,0.607,0.68,1,-9.15,1,0.0384,0.154,2.76e-06,0.242,0.545,139.976,209040,4
6TBmUrZflEhWqkuEWxaoEU,Golden Skans,Klaxons,0.448,0.817,2,-2.931,0,0.0402,0.000781,2.44e-06,0.283,0.723,141.915,166693,4
7EdHqwsYh7wEe2HHlHlbSO,You're Not the One - Original Mix,"Kissy Sell Out, The Queen of Hearts",0.741,0.746,11,-6.558,1,0.148,0.118,0.00367,0.0997,0.701,132.004,240000,4
1gsI22GH0zHzt1OOr3gHDm,Let it Go,Dragonette,0.625,0.953,10,-3.622,1,0.0407,0.000141,0.00637,0.194,0.684,129.984,212347,4
5iDkaW38r6CFxgxs2rBZo7,All,Blackbird Blackbird,0.646,0.707,4,-7.954,1,0.0438,0.195,0.752,0.26,0.287,122.992,306784,4
78BN26z2kNLYQY7XkFHWFo,Restless,Betamaxx,0.688,0.911,8,-7.981,1,0.0391,0.0111,0.761,0.0893,0.637,143.023,232000,4
5v2vZgXgJQrOt7gTCDGejt,Much Too Late,Matt and Kim,0.663,0.912,4,-5.797,1,0.0689,0.000152,0.000166,0.0816,0.629,145.05,132213,4
0q13bHuROSkR3k9nK5hRzo,Now,Matt and Kim,0.69,0.932,2,-6.285,0,0.178,0.00604,0.0207,0.624,0.114,134.99,245680,4
6OacqrQiVI7ABB4wLJKDNv,Overexposed,Matt and Kim,0.619,0.835,0,-6.192,1,0.04,0.00101,1.08e-06,0.318,0.37,100.5,166467,4
53jECMqLsSd11BwaG7KGOV,Forever,Till Death,0.334,0.749,10,-3.45,1,0.0386,0.00431,0.126,0.392,0.651,84.715,241412,4
55oDt7v328TBWWrmGZB3UV,A Great Design,Black Marble,0.569,0.59,11,-11.182,1,0.0308,0.451,0.888,0.112,0.269,110.007,270845,4
0e1YU6MxxsDRr1AvIpZnc5,The Libertine,Patrick Wolf,0.615,0.434,6,-7.348,1,0.0478,0.357,0.0316,0.106,0.252,138.785,260200,4
7o6PDWcSxcgiY5zS1UmhfY,Time to Dance - Original Version,The Shoes,0.606,0.98,9,-6.886,1,0.0603,0.0161,7.42e-05,0.456,0.771,143.989,196560,4
4VD0dJBgcigzlXKgHw4v1D,Goran Ivanisevic,We Are The Physics,0.508,0.967,9,-5.533,1,0.0729,0.00158,0.00445,0.165,0.627,162.057,195825,4
3mShRhmRuUZhgt9lpWb7Yw,The Sun,Shiny Toy Guns,0.483,0.748,7,-4.989,1,0.0301,0.00134,2.93e-06,0.159,0.39,141.019,195000,4
0EFgNjvPNP7SkRZNYj61nP,Somewhere to Hide,Shiny Toy Guns,0.551,0.737,11,-5.741,0,0.0417,2.74e-05,0.00018,0.102,0.205,124.96,202173,4
4thhdzq1N7dUY86i07nRKF,Slow Motion Tag Team (Demo),Natalie Portman's Shaved Head,0.719,0.881,1,-3.869,1,0.055,0.044,0.0191,0.378,0.705,125.005,208991,4
7CZBN6FOTHgov589VF4hnG,Pogo - Radio Edit,Digitalism,0.365,0.723,0,-5.177,1,0.0367,1.32e-05,0.00059,0.249,0.574,136.139,186293,4
4OCyTIH3lUd3rZ0BNqS935,Life's a Beach,Django Django,0.517,0.85,4,-5.235,1,0.0385,0.108,0.00212,0.129,0.674,172.933,185613,4
7vgjH3fsbmxLuq4MWJAOwg,You'll Stay,Tom Vek,0.519,0.91,10,-3.988,1,0.0416,0.018,0.000117,0.0879,0.449,146.048,233900,4
5TuUUmKQNHPmiEzN9EGY4U,Second Summer - RAC Mix,"YACHT, RAC",0.688,0.763,6,-6.787,1,0.0338,0.383,0.559,0.116,0.36,120.002,274672,4
7CjNoPjZKagJdicmVFsQJl,Love,"Coach Bombay feat. Elle Young, Coach Bombay, Elle Young",0.843,0.526,0,-6.407,1,0.0519,0.093,0.0034,0.0663,0.962,129.995,187801,4
7y8aVfDkqt6qirGNivvs0M,One Girl / One Boy,!!!,0.702,0.851,10,-5.747,0,0.0407,0.00255,5.94e-05,0.322,0.87,117.004,243627,4
1ObcPLLXdc9SmfBK28hGfa,Heads Above,WhoMadeWho,0.678,0.851,11,-6.781,0,0.0346,0.0061,0.251,0.128,0.39,119.977,261147,4
2UjEyfnKzaY7qpBEeESJjv,Even When The Water's Cold,!!!,0.709,0.831,2,-6.847,0,0.0391,0.108,0.00128,0.159,0.866,104.971,227067,4
5vzBINdo3GbOk6AWdbFoT5,Ill Fit,Wave Machines,0.611,0.56,5,-9.946,1,0.0701,0.0557,0.591,0.0701,0.706,170.346,192773,4
5Z7cI9glyUTDTRtWSs8K9I,So Many Details,Toro y Moi,0.625,0.623,5,-11.125,0,0.0655,0.0428,0.0576,0.157,0.196,143.991,285037,4
6b7z3keZ5gDJ2zBnyrke9P,Rose Quartz,Toro y Moi,0.752,0.482,0,-12.355,0,0.0312,0.075,0.671,0.313,0.416,109.968,253108,4
4c9WmjVlQMr0s1IjbYO52Z,My Number,Foals,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533,4
439ue6BnErB9MfHMU9zIio,Redshift,Darwin Deez,0.624,0.52,4,-4.4,1,0.0362,0.00197,5.22e-06,0.126,0.498,73.003,238787,4
6wtcxwSJs82tpdeIoj93LF,While I'm Alive,STRFKR,0.706,0.69,9,-5.538,0,0.0308,0.0538,0.465,0.281,0.81,100.002,230053,4
46EaFrAEkrAPW9junEghaG,Possession - Hissy Fit Remix,Humans,0.619,0.911,5,-8.059,0,0.0388,0.011,0.8,0.0883,0.378,120.02,320960,4
1Yv4RohPFEKcDT8UjbIXvi,Starman,"Sally Shapiro, Electric Youth",0.672,0.781,1,-8.635,1,0.0376,0.0463,0.0307,0.285,0.112,124.008,286587,4
57qgoBUqj0UFefoZCeovuU,Attic Doctor,Youth Lagoon,0.234,0.781,0,-6.809,1,0.0283,0.0024,0.527,0.471,0.519,170.859,232267,3
2lJ4d8MCT6ZlDRHKJ1br14,Cirrus,Bonobo,0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042,352247,4
4im8fvyixTjFW7kpRSgaEI,My Little Brother,Art Brut,0.583,0.848,11,-6.686,0,0.155,0.183,1.59e-05,0.0604,0.759,159.171,143880,4
1BnkkPqBIcKFiELjlYAct9,Maneki Neko,Miss Kittin,0.784,0.462,2,-7.167,1,0.0356,0.0485,0.871,0.16,0.288,126.074,169131,4
4ahvXivkbvsbv1fgxd2qLq,Cherry,Chromatics,0.637,0.611,7,-12.842,0,0.0325,0.0374,0.222,0.122,0.815,108.242,272947,4
36c4JohayB9qd64eidQMBi,Doin' it Right (feat. Panda Bear),"Daft Punk, Panda Bear",0.804,0.451,6,-8.207,1,0.0949,0.388,2.17e-05,0.0924,0.19,178.061,251293,4
6iIaN6fxRYfqcWrqJlobb6,Pizza Guy,Touch Sensitive,0.629,0.81,4,-5.101,0,0.0264,0.00213,0.653,0.264,0.287,105.996,349413,4
48pw6e5yBi3bHm1zZEVxe6,Truth - Digitalism Remix,"Bloc Party, Digitalism",0.554,0.844,7,-4.827,1,0.0328,0.000426,0.791,0.0879,0.642,129.99,361707,4
3JzGNhQupcWebR9Vp8AGiq,You & I,Crystal Fighters,0.581,0.684,0,-7.399,1,0.0417,0.0663,2e-06,0.109,0.437,139.849,210160,4
6B9aHM3peT6GTGhnsemSth,We Are Faster Than You,FM Belfast,0.65,0.789,7,-9.614,1,0.0356,0.0588,0.311,0.293,0.298,126.994,183543,4
7Ik1qCkU5NIeBNFzoehjix,Ways to Go,GROUPLOVE,0.595,0.836,7,-6.393,1,0.0382,0.00265,0.000319,0.223,0.172,101.008,215947,4
1ycOOwTQPNGOIwE4llQwNm,Her Fantasy,Matthew Dear,0.586,0.806,1,-9.542,1,0.0548,0.0246,0.000167,0.353,0.202,110.325,374133,4
5WBnKCEsPwsvWHUZmLjS3s,Alive,Empire of the Sun,0.524,0.885,5,-3.079,1,0.037,0.0997,0.0,0.0708,0.395,119.954,204591,4
0tGemSbVh1bgbpK01rjpqU,Logic,Sins,0.572,0.678,1,-10.41,1,0.0381,0.114,0.66,0.251,0.199,130.017,270000,4
5gNnk9wX2pxRD0IVRdQqfQ,Hearts Like Ours,The Naked And Famous,0.378,0.654,6,-6.338,0,0.0306,4.44e-05,0.119,0.0848,0.133,177.988,272053,4
3Q6mwJseOFYBJ10d5CXp4o,Odd Look,"Kavinsky, The Weeknd",0.556,0.893,10,-3.766,0,0.0621,0.239,0.0,0.123,0.26,104.995,253547,4
3q7v1tEqNaBzdlj2mPMs65,Warm In The Winter,Glass Candy,0.563,0.748,6,-12.482,1,0.0373,0.0328,0.166,0.0993,0.039,127.203,405213,4
4L5MW26izYGn6s7jbHtk5w,I See I Say,Ebony Bones!,0.571,0.799,1,-2.819,1,0.12,0.000866,0.271,0.401,0.148,79.985,198193,4
5367elK1jbc9diRVXCOzNa,Love Hour Zero,DEMON QUEEN,0.446,0.683,7,-5.952,0,0.0347,0.394,0.0132,0.268,0.498,139.98,209445,4
6QLddthXAiC9j8XclVgpju,El Camino 2,DEMON QUEEN,0.463,0.881,1,-3.936,1,0.216,0.18,0.111,0.109,0.684,87.976,118080,4
3FCmZ3ONp13Wn083Fl2K3H,It All Feels Right,Washed Out,0.316,0.748,2,-8.187,1,0.0413,0.000304,0.0139,0.608,0.256,79.337,245880,4
6UNsfW1iCKX4phMWE401dT,Let Go,"RAC, Kele, MNDR",0.756,0.825,5,-6.352,1,0.0343,0.0998,0.00704,0.347,0.723,110.019,279827,4
7iuHBHtxQNKRTGKkYpXmGM,Okay,Holy Ghost!,0.798,0.663,8,-5.358,0,0.0328,0.0111,0.0344,0.14,0.877,110.976,273800,4
0SqlMOpuz5bzASGBuWkuHY,I Kill Giants,The Naked And Famous,0.509,0.857,8,-6.487,1,0.0303,5.02e-05,0.112,0.144,0.352,114.082,252187,4
6MVXdWtPSNMlpn7BuGtCWD,Chronicles of a Fallen Love,"The Bloody Beetroots, Greta Svabo Bech",0.511,0.596,11,-5.05,0,0.053,0.0193,0.000704,0.0834,0.0814,124.964,337947,4
1NikYGWprfcvEqtyL7wmZw,Still On Fire,trentemøller,0.638,0.81,4,-8.743,0,0.0511,0.00249,0.87,0.123,0.104,127.012,327876,4
5M3xmZUACXHQFI46Yt3eVP,Electric Fist,Digitalism,0.696,0.819,2,-6.769,0,0.252,0.00201,0.905,0.101,0.46,121.944,222540,3
6e1rpOJQIXivYKXOBLoAn2,Old Love / New Love,Twin Shadow,0.612,0.695,1,-6.016,1,0.143,0.253,1.28e-06,0.102,0.404,116.073,233067,4
4Zehi1XQ5vKkIxMoqZ1L38,Change Of Coast,Neon Indian,0.468,0.935,2,-3.901,0,0.0456,0.00126,0.00712,0.0761,0.619,182.002,192733,4
4Kz8dYYfivbAbMCm8VKeN4,Constant Conversations - Alternate Version,Passion Pit,0.468,0.811,0,-5.871,1,0.0417,0.0452,4.53e-06,0.0611,0.549,175.03,218240,4
6LsnjfQmyG24gXFGGRw6UT,Carried Away - Dillon Francis Remix,Passion Pit,0.849,0.631,9,-5.6,0,0.131,0.0353,0.000609,0.0817,0.44,112.024,258960,4
2YMYHSmgOdo5ai27wNEazL,It's Alright - Bonde Do Role Remix,Matt and Kim,0.744,0.764,7,-6.69,1,0.0433,0.015,0.00204,0.0805,0.728,109.993,210907,4
6DlkCPDbg3NdoSPg40Cpx1,MTWAH,"Tommy Cash, ba., Justicious",0.474,0.763,0,-6.234,1,0.0613,0.107,0.0382,0.225,0.158,159.895,272360,4
6nzXkCBOhb2mxctNihOqbb,Bad Girls,M.I.A.,0.639,0.912,1,-2.621,1,0.0615,0.00107,0.0,0.097,0.343,143.448,227520,4
0g9aeweh5xQw58PX0V2khL,Footsteps,Cut Copy,0.522,0.973,9,-2.762,0,0.0896,0.011,0.0082,0.336,0.446,123.994,281800,4
7EPigkTZH38h37Dajz3i25,Meet Me In A House Of Love,Cut Copy,0.542,0.948,6,-3.131,0,0.034,0.0219,0.351,0.248,0.78,125.995,368670,4
4jCJDQiiLMTh3ix6dXqfvo,Levitate,Hadouken!,0.548,0.832,4,-3.72,0,0.0655,0.00628,0.0,0.261,0.192,133.031,285267,4
0HMDVVxFqYwmbSON1KEG0h,Cheap Sunglasses,"RAC, Matthew Koma",0.703,0.672,2,-6.795,1,0.0362,0.152,0.00106,0.0895,0.395,114.997,215133,4
4enn6K1D4xtQEWj5UTDk0v,Ello Ello,"RAC, Body Language",0.729,0.739,0,-6.185,1,0.0417,0.148,0.36,0.0337,0.867,118.007,186493,4
6uk8ZmLhDHet930ZbUBRin,Tourist,"RAC, Tokyo Police Club",0.819,0.549,7,-5.563,1,0.0357,0.17,0.000334,0.0557,0.797,106.006,184240,4
3iOYMfhECtjETkMB2d9ODY,Choices,The Hoosiers,0.543,0.857,1,-3.696,0,0.0799,0.0029,0.0,0.083,0.526,120.069,168547,4
3VLNpkOS3XsM0e8rTtZYFp,Dream a Little Crazy,Architecture In Helsinki,0.779,0.714,7,-5.575,0,0.0361,0.0188,0.000758,0.196,0.774,111.077,184280,4
34L2ThvPUNNAMUZ5Ei1F54,Hard to Beat,Hard-FI,0.56,0.841,10,-4.532,1,0.0664,0.00191,5.33e-06,0.182,0.78,125.219,253307,4
7bD57UoEod3n6glh94eo1m,Morning Sun,Strange Talk,0.4,0.724,2,-9.588,1,0.0627,0.000114,0.159,0.154,0.306,125.93,315973,4
5swG36k1owfBNqwIApatp1,Clap Your Bones,Vulkano,0.467,0.614,0,-8.468,1,0.12,0.0161,0.334,0.402,0.483,166.487,134400,4
3FRmwKXvEhe2a0TvTBB8se,Choir of Wolves,Vulkano,0.345,0.875,4,-4.186,0,0.04,0.0117,0.0784,0.256,0.174,90.279,158733,4
2Nr1C6IbNHkVxXWc9l9QLB,Luna,Bombay Bicycle Club,0.579,0.917,5,-5.4,1,0.048,0.0306,0.000579,0.143,0.387,121.989,190867,4
5imUTBF35uIoABlV9g9da2,Fall In Love,Phantogram,0.337,0.859,2,-3.189,0,0.106,0.0484,0.0,0.203,0.265,188.049,223227,4
24uimHQ7AUQAxDYb4AUeCP,Embrace the Hope,The Sonic Boom Foundation,0.699,0.79,5,-6.157,0,0.0334,0.00391,0.000518,0.092,0.5,130.042,248895,4
1g7958WIojFIzgGyQDpUuA,A Lone Boy,Tying Tiffany,0.598,0.731,2,-6.246,0,0.0273,0.349,0.917,0.087,0.32,134.995,262240,4
2gCvWjrHt6PVJjIN1amlje,No Rest for the Wicked,Lykke Li,0.312,0.445,11,-7.202,0,0.0305,0.365,0.0038,0.13,0.272,97.967,222719,4
0H9k5RFDiHzL0WTPBk7Xz8,I Never Learn,Lykke Li,0.297,0.43,11,-6.828,0,0.0377,0.224,0.000686,0.228,0.145,119.943,186093,4
41X9To0bQ4fpoSRri4NHiI,Seasons (Waiting On You),Future Islands,0.498,0.721,10,-5.232,1,0.0282,0.136,0.7,0.0933,0.589,140.027,226440,4
75dPA4e9zmNGZCMnTxHj6P,A Dream of You and Me,Future Islands,0.691,0.937,10,-4.123,1,0.0391,0.432,0.0546,0.102,0.824,136.995,239307,4
3a8qQYYzqD3xPYQEOq0JXZ,Written Down,David E. Sugar,0.796,0.717,10,-1.756,1,0.16,0.076,2.33e-06,0.0728,0.878,159.97,191253,4
48OwzBatCuutcBCIj9NifW,Non Believer,FM Belfast,0.501,0.716,10,-7.116,0,0.0386,0.000828,0.108,0.194,0.795,180.015,147867,4
5X5J5ahVIy3K4uiMR93x3L,Call to Arms,Frankmusik,0.411,0.864,1,-5.073,0,0.106,0.0126,0.0,0.0894,0.518,156.239,213875,4
1YGFU7MZ6ve8CK9JShj8mz,Someone,We Have Band,0.624,0.876,6,-6.664,1,0.0482,0.182,0.000687,0.101,0.705,117.995,230800,4
4WUduEPZZG6wiE9B5IklnY,Let Me In - From The Fault in Our Stars Soundtrack,GROUPLOVE,0.476,0.744,6,-6.602,1,0.0515,0.00397,0.000173,0.0982,0.159,127.934,239658,4
0qDBPHQA0z1quCSeqQrbzn,Wolves,"Digitalism, Youngblood Hawke",0.607,0.763,6,-4.618,0,0.0371,0.00826,0.0,0.218,0.632,128.957,190777,4
7x7FIenF3VzjoapQASuRet,Cast Away,Strange Talk,0.505,0.869,11,-4.926,1,0.031,0.000901,0.0,0.258,0.458,104.985,271080,4
37Bzj11WhpSPnDKcefNiav,Eskimo Boy,Strange Talk,0.691,0.798,7,-4.582,1,0.0419,0.00271,0.0124,0.122,0.861,120.012,233951,4
4PpuuEyUT8MTXlfcO1CZTX,Falling In Love,Strange Talk,0.517,0.744,5,-5.47,0,0.0307,5.01e-05,0.00042,0.0842,0.186,129.99,255147,4
6qyLdMuh18LRXwbZ3dSKz2,Picking Up All The Pieces,Strange Talk,0.482,0.923,6,-4.474,1,0.0459,0.0118,0.00709,0.163,0.768,150.085,225267,4
3BoNprGCi9FJM1HI07Mysj,Show me a Miracle,Klaxons,0.516,0.728,9,-4.56,0,0.0399,0.0856,0.0,0.126,0.575,145.975,205440,4
3R5FA1Ay1NxgtwbElR78by,Jealous (I Ain't With It),Chromeo,0.739,0.82,5,-6.099,0,0.0889,0.00823,0.0,0.2,0.775,127.984,228027,4
4rh7wySe2iEyEDEEzstKkt,Come Alive (feat. Toro y Moi),"Chromeo, Toro y Moi",0.845,0.746,5,-5.655,0,0.0383,0.225,8.8e-05,0.0785,0.961,129.97,238680,4
3tynLfCMPGbkMKLm9p960T,Old 45's,Chromeo,0.817,0.654,8,-6.786,1,0.193,0.164,0.00194,0.21,0.597,95.984,227907,4
3ROmYjCVAJeoqi5ozYFi6J,Father Sister Berzerker,TOBACCO,0.161,0.626,11,-5.253,1,0.0626,0.00164,0.000441,0.193,0.153,177.882,243453,4
2ssoaO4du76AiGD5tmmKpU,Finally We Arrive,The Sunshine Underground,0.754,0.658,4,-4.783,0,0.0629,0.0735,5.25e-05,0.0942,0.814,123.011,248987,4
3EYnWhl0erGVqnKWH6oJRa,Ppp,Delphic,0.591,0.883,2,-5.4,1,0.0407,0.00439,0.0157,0.218,0.518,130.029,258500,4
440eQlI51cUDDzA4u45YGm,Children of the Sun,Klaxons,0.477,0.93,4,-5.115,0,0.0352,0.00513,7.4e-05,0.414,0.478,90.994,236187,4
757PJjXAgywxrYkdhMkEV9,Holding on for Life,Broken Bells,0.342,0.587,11,-7.273,0,0.0537,0.00648,0.0995,0.207,0.484,168.847,236867,4
2gxbtJv0qfA1I4WsjgKPQe,Sherman (Animals In The Jungle),Tom Vek,0.503,0.638,10,-6.781,0,0.0291,0.000496,0.103,0.125,0.23,85.486,243027,4
0H2kz22TtOGsIJnYtItRs6,Pushing Your Luck,Tom Vek,0.613,0.644,8,-4.942,1,0.0337,0.0551,0.000694,0.142,0.324,130.991,275120,4
7eDToWhaTFemzbrcH18Y4f,GUEZ WHOZ BAK,Tommy Cash,0.632,0.804,1,-8.459,1,0.183,0.0992,0.0,0.333,0.498,120.045,190288,4
0IP55KB0A5aSzXTeVFT4Eh,Lights Shine On,Cut Copy,0.51,0.895,5,-2.494,1,0.0383,0.000712,0.287,0.332,0.418,122.904,249386,4
5EvW4uXzHTH35Rkex1l2AC,In These Arms Of Love,Cut Copy,0.501,0.955,6,-4.031,1,0.045,0.00113,0.572,0.0983,0.291,114.972,262396,4
0STwnKMGpJMcdSklC1KPTo,The Rules of Your Life,The Drums,0.381,0.896,9,-6.19,0,0.0526,0.0073,1.41e-05,0.392,0.261,170.047,254298,4
5psubvKaQyUyvFWE17imER,Hurts Too Much,Cinnamon Chasers,0.562,0.652,5,-10.079,0,0.0348,0.255,0.00483,0.106,0.72,76.006,217722,4
0L85MJQlbC4rjKPeQSHJXC,All the Stars,Magistrates,0.827,0.533,10,-7.96,0,0.0531,0.469,0.0126,0.125,0.554,104.364,234453,4
1dj44gqRjWmPtoj495glKe,"Caught In Time, So Far Away",You'll Never Get to Heaven,0.623,0.813,10,-5.385,1,0.029,0.621,0.924,0.373,0.49,106.962,228654,4
2zKhXQs8R1vp4RCLQ7q9I2,Don't Tear Yourself Apart - Radio Edit,Zoot Woman,0.577,0.86,5,-7.38,0,0.0435,0.289,0.0111,0.176,0.277,144.694,210648,4
7xQYVjs4wZNdCwO0EeAWMC,Born Slippy (Nuxx),Underworld,0.576,0.953,10,-8.968,1,0.0362,0.00106,0.49,0.474,0.303,140.042,456480,4
6ree5fyVA3tyr2lK1a8NX7,Never Say Never,Basement Jaxx,0.753,0.789,8,-7.469,0,0.0274,0.00779,0.111,0.325,0.65,126.008,263053,4
01AF6pTlot92myvdl9zoO5,I Can't Pretend,The Drums,0.353,0.699,1,-6.07,0,0.0272,0.00083,0.00595,0.218,0.35,180.044,289454,4
5X9D4hPl4K6FeZrw9Ws6ee,Cheap Talk,Death From Above 1979,0.454,0.979,7,-2.59,1,0.075,3.63e-06,0.013,0.161,0.507,149.989,194667,4
41g3tCnqP8yTauiPQPndVO,All The Rage Back Home,Interpol,0.288,0.907,7,-5.753,1,0.0576,4.2e-05,0.579,0.277,0.349,84.483,262427,4
06vOVdH94mIEjIgIhHdhdO,Trainwreck 1979 - Moulder Mix with in/out fades,Death From Above 1979,0.522,0.934,5,-5.03,0,0.0617,2.1e-05,0.00399,0.253,0.304,135.052,226693,4
1MCpVJ7tFCQR7qPYmxFL2s,Anthonio - Berlin Breakdown Version Remastered,Annie,0.586,0.611,9,-8.411,0,0.0305,0.651,0.0372,0.117,0.452,124.998,249487,4
3rfTe2727kQq0XgI9Z2W5v,Complètement fou,Yelle,0.823,0.506,0,-5.516,1,0.0966,0.0986,0.000503,0.577,0.512,126.052,230467,4
0e7055c3hWGd47Xkvzoj4H,Zombie,Jamie T,0.546,0.911,4,-4.639,1,0.0729,0.0135,0.0,0.493,0.678,145.205,246187,4
4skDw34eOhiefNMdIkyExp,Garota,Erlend Øye,0.656,0.577,4,-9.725,0,0.0433,0.379,0.475,0.0785,0.751,157.644,264584,4
3n4M80UmJNHws4ZqdM7KEF,Can't Do Without You,Caribou,0.691,0.407,0,-9.053,1,0.0473,0.79,0.656,0.783,0.491,128.035,236400,4
4lET8zL9moR6c1LRV7XMja,First Impressions,Kele,0.76,0.617,7,-9.054,0,0.115,0.119,0.337,0.114,0.471,117.004,236456,4
66BIYxKw9QKGkZA4iVKJbq,Wanderlust,Wild Beasts,0.567,0.624,0,-10.695,1,0.0488,0.0624,0.902,0.209,0.464,140.024,294667,3
4NzMQ34t8l8OzfU5cckxQl,Romance,Monogram,0.555,0.853,11,-6.663,1,0.0537,0.0206,0.0938,0.126,0.524,141.038,255957,4
5c41wDM7X73yvhrvrEtSbU,Keep Your Lips Sealed,The Dø,0.735,0.512,4,-6.618,0,0.0407,0.246,0.00772,0.111,0.774,119.998,202954,4
